geoid,geoid20,year,denom_total_pop,pollution_burden_score
1400000US06037531800,6037531800,2017,5066,5.9699998
1400000US06037531901,6037531901,2017,6529,7.04
1400000US06037531902,6037531902,2017,4077,6.8699999
1400000US06037532001,6037532001,2017,3415,7.5100002
1400000US06037532002,6037532002,2017,3151,7.1300001
1400000US06037532101,6037532101,2017,6663,6.1199999
1400000US06037532102,6037532102,2017,3574,6.46
1400000US06037532200,6037532200,2017,6836,8.5799999
1400000US06037532302,6037532302,2017,4707,9.1099997
1400000US06037532303,6037532303,2017,4464,9.21
1400000US06037532304,6037532304,2017,5156,8.8500004
1400000US06037532500,6037532500,2017,4078,8.4399996
1400000US06037532605,6037532605,2017,3715,6.8299999
1400000US06037532606,6037532606,2017,4284,6.4299998
1400000US06037532607,6037532607,2017,6858,7.4499998
1400000US06037532700,6037532700,2017,2257,7.5999999
1400000US06037532800,6037532800,2017,4409,7.52
1400000US06037532900,6037532900,2017,6681,7.52
1400000US06037533001,6037533001,2017,4527,7.3899999
1400000US06037533002,6037533002,2017,1672,7.5799999
1400000US06037533103,6037533103,2017,4727,6.8600001
1400000US06037533104,6037533104,2017,4356,5.6199999
1400000US06037533105,6037533105,2017,2580,6.3499999
1400000US06037533108,6037533108,2017,5388,6.04
1400000US06037533201,6037533201,2017,2805,7.0999999
1400000US06037533204,6037533204,2017,4589,7.0300002
1400000US06037533300,6037533300,2017,3558,7.0799999
1400000US06037533401,6037533401,2017,5004,6.9200001
1400000US06037533402,6037533402,2017,4105,6.9699998
1400000US06037533403,6037533403,2017,2973,7.1900001
1400000US06037533501,6037533501,2017,3090,7.3200002
1400000US06037533504,6037533504,2017,4063,6.4299998
1400000US06037533601,6037533601,2017,4484,7.5900002
1400000US06037533602,6037533602,2017,5420,7.71
1400000US06037533603,6037533603,2017,6617,7.6599998
1400000US06037533701,6037533701,2017,3934,7.2600002
1400000US06037533702,6037533702,2017,3524,6.4899998
1400000US06037533703,6037533703,2017,2771,7.54
1400000US06037533803,6037533803,2017,6359,6.7399998
1400000US06037533804,6037533804,2017,4543,6.6399999
1400000US06037533805,6037533805,2017,3636,7
1400000US06037533806,6037533806,2017,3198,8.2399998
1400000US06037533901,6037533901,2017,6065,8.7299995
1400000US06037533902,6037533902,2017,4051,8.0799999
1400000US06037534001,6037534001,2017,5613,8.1300001
1400000US06037534002,6037534002,2017,4352,7.9099998
1400000US06037534101,6037534101,2017,2295,8.7299995
1400000US06037534102,6037534102,2017,6263,8.1899996
1400000US06037534201,6037534201,2017,4439,9.0600004
1400000US06037534202,6037534202,2017,5790,8.0799999
1400000US06037534203,6037534203,2017,3204,8.1000004
1400000US06037534301,6037534301,2017,4636,8.0100002
1400000US06037534302,6037534302,2017,4446,8.3599997
1400000US06037534403,6037534403,2017,2992,6.0999999
1400000US06037534404,6037534404,2017,3647,6.7600002
1400000US06037534405,6037534405,2017,4292,7.29
1400000US06037534406,6037534406,2017,4754,7.1500001
1400000US06037534501,6037534501,2017,5201,6.1399999
1400000US06037534502,6037534502,2017,4213,7.8600001
1400000US06037534700,6037534700,2017,4283,5.29
1400000US06037534802,6037534802,2017,2875,5.3600001
1400000US06037534803,6037534803,2017,4930,6.6900001
1400000US06037534804,6037534804,2017,3878,6.9400001
1400000US06037534900,6037534900,2017,6569,7.4299998
1400000US06037535001,6037535001,2017,4325,6.9099998
1400000US06037535002,6037535002,2017,3681,6.48
1400000US06037535101,6037535101,2017,7306,7.02
1400000US06037535102,6037535102,2017,4517,6.02
1400000US06037535200,6037535200,2017,5820,6.6799998
1400000US06037535300,6037535300,2017,6251,7.5900002
1400000US06037535400,6037535400,2017,2822,8.25
1400000US06037535501,6037535501,2017,3866,6.7800002
1400000US06037535502,6037535502,2017,4958,5.1700001
1400000US06037535503,6037535503,2017,2497,5.04
1400000US06037535603,6037535603,2017,3493,7.5700002
1400000US06037535604,6037535604,2017,4435,7.27
1400000US06037535605,6037535605,2017,4153,6.1999998
1400000US06037535606,6037535606,2017,1860,7.3899999
1400000US06037535607,6037535607,2017,4775,7.02
1400000US06037535701,6037535701,2017,6050,6.46
1400000US06037535702,6037535702,2017,5522,6.4200001
1400000US06037535802,6037535802,2017,6814,5.1799998
1400000US06037535803,6037535803,2017,4458,5.1100001
1400000US06037535804,6037535804,2017,5498,5.4200001
1400000US06037535901,6037535901,2017,5757,7.3899999
1400000US06037535902,6037535902,2017,6519,6.2399998
1400000US06037536000,6037536000,2017,3720,8.3599997
1400000US06037536102,6037536102,2017,3164,9.1400003
1400000US06037536103,6037536103,2017,5516,8.5500002
1400000US06037536104,6037536104,2017,4052,8.9300003
1400000US06037536201,6037536201,2017,5112,7.7800002
1400000US06037536202,6037536202,2017,3039,7.8600001
1400000US06037540000,6037540000,2017,5521,7.3699999
1400000US06037540101,6037540101,2017,6483,6.6999998
1400000US06037540102,6037540102,2017,6972,6.9899998
1400000US06037540201,6037540201,2017,2370,5.4699998
1400000US06037540202,6037540202,2017,6845,5.2600002
1400000US06037540203,6037540203,2017,5594,6.0900002
1400000US06037540300,6037540300,2017,5267,8.0200005
1400000US06037540400,6037540400,2017,2384,8.1400003
1400000US06037540501,6037540501,2017,6943,7.5999999
1400000US06037540502,6037540502,2017,6552,7.1399999
1400000US06037540600,6037540600,2017,4271,7.4099998
1400000US06037540700,6037540700,2017,3014,7.1500001
1400000US06037540800,6037540800,2017,5042,7.1100001
1400000US06037540901,6037540901,2017,4994,7.4400001
1400000US06037540902,6037540902,2017,4506,7.21
1400000US06037541003,6037541003,2017,4373,9.0799999
1400000US06037541100,6037541100,2017,3321,7.8299999
1400000US06037541200,6037541200,2017,5662,7.5999999
1400000US06037541300,6037541300,2017,6044,5.8299999
1400000US06037541401,6037541401,2017,4384,6.8200002
1400000US06037541402,6037541402,2017,2651,6.8200002
1400000US06037541500,6037541500,2017,6070,7.6399999
1400000US06037541603,6037541603,2017,2983,7.7399998
1400000US06037541604,6037541604,2017,6207,6.8800001
1400000US06037541605,6037541605,2017,5323,6.9400001
1400000US06037541606,6037541606,2017,2506,6.3099999
1400000US06037541700,6037541700,2017,6366,7.27
1400000US06037541801,6037541801,2017,4903,5.8899999
1400000US06037541802,6037541802,2017,5464,6.5
1400000US06037542000,6037542000,2017,5732,6.1900001
1400000US06037542103,6037542103,2017,4114,5.71
1400000US06037542104,6037542104,2017,3334,6.25
1400000US06037542105,6037542105,2017,5200,5.8800001
1400000US06037542106,6037542106,2017,3226,6.71
1400000US06037542200,6037542200,2017,6962,7.0100002
1400000US06037542401,6037542401,2017,4912,7.48
1400000US06037542402,6037542402,2017,3183,8.3500004
1400000US06037542501,6037542501,2017,4307,5.46
1400000US06037542502,6037542502,2017,4284,6.8299999
1400000US06037542601,6037542601,2017,3016,7.1900001
1400000US06037542602,6037542602,2017,5496,6.8000002
1400000US06037542700,6037542700,2017,5720,5.5500002
1400000US06037542800,6037542800,2017,3123,6.3400002
1400000US06037542900,6037542900,2017,3285,6.1799998
1400000US06037543000,6037543000,2017,4345,7.5100002
1400000US06037543100,6037543100,2017,6759,8.3199997
1400000US06037543201,6037543201,2017,3607,6.3899999
1400000US06037543203,6037543203,2017,5563,8.1899996
1400000US06037543304,6037543304,2017,6061,6.1399999
1400000US06037543305,6037543305,2017,2635,9.3400002
1400000US06037543306,6037543306,2017,5716,8.46
1400000US06037543321,6037543321,2017,4722,7.4000001
1400000US06037543322,6037543322,2017,6611,6.7600002
1400000US06037543400,6037543400,2017,4090,8.7299995
1400000US06037543501,6037543501,2017,6805,7.5999999
1400000US06037543502,6037543502,2017,4560,7.9200001
1400000US06037543503,6037543503,2017,5687,7.1599998
1400000US06037543601,6037543601,2017,3910,5.0599999
1400000US06037543603,6037543603,2017,3690,7.4400001
1400000US06037543605,6037543605,2017,4563,6.6300001
1400000US06037543606,6037543606,2017,3199,6.6300001
1400000US06037543607,6037543607,2017,2833,6.5
1400000US06037543701,6037543701,2017,2994,4.8200002
1400000US06037543703,6037543703,2017,3472,6.9299998
1400000US06037543704,6037543704,2017,3604,5.79
1400000US06037543705,6037543705,2017,3479,5.79
1400000US06037543801,6037543801,2017,5263,8.4300003
1400000US06037543803,6037543803,2017,3971,7.1599998
1400000US06037543804,6037543804,2017,3155,7.1599998
1400000US06037543903,6037543903,2017,3804,8.1000004
1400000US06037543905,6037543905,2017,4510,6.21
1400000US06037544001,6037544001,2017,3930,7.1999998
1400000US06037544002,6037544002,2017,4129,8
1400000US06037550101,6037550101,2017,3274,7.3099999
1400000US06037550201,6037550201,2017,2700,6.27
1400000US06037550202,6037550202,2017,5496,5.9400001
1400000US06037550301,6037550301,2017,5057,7.4099998
1400000US06037550501,6037550501,2017,2609,7
1400000US06037550502,6037550502,2017,5195,6.98
1400000US06037550601,6037550601,2017,5639,7.9200001
1400000US06037550602,6037550602,2017,4211,6.2800002
1400000US06037550700,6037550700,2017,6921,8.9300003
1400000US06037550801,6037550801,2017,3919,8
1400000US06037550802,6037550802,2017,3244,8
1400000US06037550901,6037550901,2017,3762,5.5300002
1400000US06037550902,6037550902,2017,5572,5.5300002
1400000US06037551001,6037551001,2017,4229,7.0300002
1400000US06037551002,6037551002,2017,2855,7.0300002
1400000US06037551101,6037551101,2017,3926,7.3800001
1400000US06037551102,6037551102,2017,5503,7.6500001
1400000US06037551201,6037551201,2017,3588,5.1300001
1400000US06037551203,6037551203,2017,3955,6.48
1400000US06037551204,6037551204,2017,3711,6.48
1400000US06037551300,6037551300,2017,5422,6.2600002
1400000US06037551401,6037551401,2017,4245,7.6599998
1400000US06037551402,6037551402,2017,4468,6.48
1400000US06037551501,6037551501,2017,4914,7.6500001
1400000US06037551502,6037551502,2017,4250,5.5100002
1400000US06037551700,6037551700,2017,6547,6.5599999
1400000US06037551801,6037551801,2017,3857,7.9699998
1400000US06037551802,6037551802,2017,3676,7.9699998
1400000US06037551900,6037551900,2017,5344,6.8699999
1400000US06037552001,6037552001,2017,4105,5.4400001
1400000US06037552002,6037552002,2017,3721,5.3000002
1400000US06037552100,6037552100,2017,5891,5.8699999
1400000US06037552200,6037552200,2017,6835,6.23
1400000US06037552301,6037552301,2017,4900,7.7600002
1400000US06037552302,6037552302,2017,3648,7.5100002
1400000US06037552400,6037552400,2017,2794,7.5999999
1400000US06037552601,6037552601,2017,5720,5.96
1400000US06037552602,6037552602,2017,4191,6.6399999
1400000US06037552700,6037552700,2017,6985,6.0100002
1400000US06037552800,6037552800,2017,6401,5.6900001
1400000US06037552900,6037552900,2017,6881,6.3099999
1400000US06037553000,6037553000,2017,4825,6.23
1400000US06037553100,6037553100,2017,6298,6.73
1400000US06037553201,6037553201,2017,3805,6.8800001
1400000US06037553202,6037553202,2017,3238,6.8800001
1400000US06037553300,6037553300,2017,3390,5.1199999
1400000US06037553400,6037553400,2017,3861,5.4200001
1400000US06037553502,6037553502,2017,4183,6.9299998
1400000US06037553503,6037553503,2017,2768,6.02
1400000US06037553504,6037553504,2017,5368,6.79
1400000US06037553601,6037553601,2017,5262,8.2799997
1400000US06037553602,6037553602,2017,4730,7.29
1400000US06037553701,6037553701,2017,4176,8.1800003
1400000US06037553702,6037553702,2017,5236,7.3400002
1400000US06037553801,6037553801,2017,4174,7.4299998
1400000US06037553802,6037553802,2017,6342,8.2799997
1400000US06037553901,6037553901,2017,6896,6.4299998
1400000US06037553902,6037553902,2017,5809,6.8000002
1400000US06037554001,6037554001,2017,4171,6.1500001
1400000US06037554002,6037554002,2017,5659,5.79
1400000US06037554101,6037554101,2017,3799,5.7399998
1400000US06037554105,6037554105,2017,4569,5.54
1400000US06037554106,6037554106,2017,4172,5.1500001
1400000US06037554201,6037554201,2017,4108,5.46
1400000US06037554203,6037554203,2017,3689,5.6799998
1400000US06037554204,6037554204,2017,4391,5.4200001
1400000US06037554301,6037554301,2017,3554,6.4499998
1400000US06037554302,6037554302,2017,3916,6.3600001
1400000US06037554403,6037554403,2017,5483,6
1400000US06037554404,6037554404,2017,4447,5.4499998
1400000US06037554405,6037554405,2017,3040,5.6799998
1400000US06037554406,6037554406,2017,4875,6.6500001
1400000US06037554511,6037554511,2017,4029,7.1700001
1400000US06037554512,6037554512,2017,6108,6.3400002
1400000US06037554513,6037554513,2017,2507,4.6700001
1400000US06037554514,6037554514,2017,4322,4.6100001
1400000US06037554515,6037554515,2017,3703,4.8000002
1400000US06037554516,6037554516,2017,3902,5.2399998
1400000US06037554517,6037554517,2017,4883,5.0799999
1400000US06037554518,6037554518,2017,5435,5.6100001
1400000US06037554519,6037554519,2017,3613,5.0500002
1400000US06037554521,6037554521,2017,5752,7.9099998
1400000US06037554522,6037554522,2017,4787,7.4299998
1400000US06037554600,6037554600,2017,4374,6.5500002
1400000US06037554700,6037554700,2017,4874,5.8200002
1400000US06037554801,6037554801,2017,3366,6.4200001
1400000US06037554802,6037554802,2017,6165,4.5300002
1400000US06037554900,6037554900,2017,6991,6.0599999
1400000US06037555001,6037555001,2017,5411,6.1100001
1400000US06037555002,6037555002,2017,3475,6.4299998
1400000US06037555105,6037555105,2017,4935,5.5999999
1400000US06037555106,6037555106,2017,4002,5.5700002
1400000US06037555107,6037555107,2017,6084,5.4699998
1400000US06037555202,6037555202,2017,3399,5.9899998
1400000US06037555211,6037555211,2017,5818,5.8699999
1400000US06037555212,6037555212,2017,5032,5.0900002
1400000US06037555300,6037555300,2017,5390,7.3099999
1400000US06037570001,6037570001,2017,4463,5.3699999
1400000US06037570002,6037570002,2017,2699,4.2399998
1400000US06037570003,6037570003,2017,4447,4.9699998
1400000US06037570100,6037570100,2017,2837,7.1999998
1400000US06037570202,6037570202,2017,6415,8.4099998
1400000US06037570203,6037570203,2017,3973,7.6199999
1400000US06037570204,6037570204,2017,4130,6.8099999
1400000US06037570303,6037570303,2017,4247,5.8299999
1400000US06037570304,6037570304,2017,5171,6.3200002
1400000US06037570305,6037570305,2017,4493,7.6500001
1400000US06037570306,6037570306,2017,2837,7.6500001
1400000US06037570402,6037570402,2017,3496,7.8600001
1400000US06037570403,6037570403,2017,4587,6.96
1400000US06037570404,6037570404,2017,3501,6.4099998
1400000US06037570502,6037570502,2017,6616,8.25
1400000US06037570503,6037570503,2017,2691,7.0799999
1400000US06037570504,6037570504,2017,4728,7.0799999
1400000US06037570601,6037570601,2017,5421,5.4200001
1400000US06037570602,6037570602,2017,6356,6.9499998
1400000US06037570603,6037570603,2017,4435,6.73
1400000US06037570701,6037570701,2017,6569,6.4400001
1400000US06037570703,6037570703,2017,3463,5.25
1400000US06037570800,6037570800,2017,5540,5.2199998
1400000US06037570901,6037570901,2017,5647,5.9099998
1400000US06037570902,6037570902,2017,3616,4.96
1400000US06037571000,6037571000,2017,5747,5.1999998
1400000US06037571101,6037571101,2017,4574,5.3800001
1400000US06037571102,6037571102,2017,3877,3.9300001
1400000US06037571201,6037571201,2017,3895,5.3699999
1400000US06037571202,6037571202,2017,3903,5.3699999
1400000US06037571300,6037571300,2017,4414,5.2399998
1400000US06037571400,6037571400,2017,4246,5.27
1400000US06037571502,6037571502,2017,4661,4.3899999
1400000US06037571504,6037571504,2017,4626,5.1300001
1400000US06037571505,6037571505,2017,2670,4.98
1400000US06037571600,6037571600,2017,2039,4.25
1400000US06037571701,6037571701,2017,6352,7.1100001
1400000US06037571703,6037571703,2017,3667,4.79
1400000US06037571704,6037571704,2017,4107,4.3899999
1400000US06037571800,6037571800,2017,3318,6.8200002
1400000US06037571900,6037571900,2017,5509,6.48
1400000US06037572001,6037572001,2017,5836,6.8499999
1400000US06037572201,6037572201,2017,6197,7.6599998
1400000US06037572202,6037572202,2017,3609,7.0799999
1400000US06037572301,6037572301,2017,3795,8.4899998
1400000US06037572500,6037572500,2017,3365,7.21
1400000US06037572600,6037572600,2017,5370,7.4299998
1400000US06037572700,6037572700,2017,5499,6.8600001
1400000US06037573002,6037573002,2017,3990,5.6599998
1400000US06037573003,6037573003,2017,1802,6.5999999
1400000US06037573004,6037573004,2017,5153,5.7800002
1400000US06037573101,6037573101,2017,3163,6.5300002
1400000US06037573102,6037573102,2017,4002,6.5300002
1400000US06037573201,6037573201,2017,4930,6.9200001
1400000US06037573202,6037573202,2017,6230,6.0500002
1400000US06037573300,6037573300,2017,4323,6.3499999
1400000US06037573401,6037573401,2017,1439,7.9099998
1400000US06037573402,6037573402,2017,6430,7.5500002
1400000US06037573403,6037573403,2017,3143,7.2199998
1400000US06037573601,6037573601,2017,6162,3.98
1400000US06037573700,6037573700,2017,4554,3.98
1400000US06037573800,6037573800,2017,4284,4.6199999
1400000US06037573902,6037573902,2017,2091,6.3600001
1400000US06037574000,6037574000,2017,5277,5.1900001
1400000US06037574100,6037574100,2017,5098,5.5500002
1400000US06037574201,6037574201,2017,3117,5.29
1400000US06037574202,6037574202,2017,2133,8
1400000US06037574300,6037574300,2017,5795,5.9200001
1400000US06037574400,6037574400,2017,5141,6.3200002
1400000US06037574500,6037574500,2017,6357,6.71
1400000US06037574602,6037574602,2017,1277,5.8400002
1400000US06037574800,6037574800,2017,3000,5.2600002
1400000US06037574901,6037574901,2017,3725,4.04
1400000US06037574902,6037574902,2017,4783,4.7399998
1400000US06037575001,6037575001,2017,3671,6.02
1400000US06037575002,6037575002,2017,4627,5.3499999
1400000US06037575101,6037575101,2017,4754,6.2600002
1400000US06037575102,6037575102,2017,4510,5.7399998
1400000US06037575103,6037575103,2017,5119,5.8800001
1400000US06037575201,6037575201,2017,4667,5.5900002
1400000US06037575202,6037575202,2017,4916,5.46
1400000US06037575300,6037575300,2017,4947,5.96
1400000US06037575401,6037575401,2017,5155,7.4200001
1400000US06037575402,6037575402,2017,4065,6.1399999
1400000US06037575801,6037575801,2017,2446,7.23
1400000US06037575802,6037575802,2017,5167,6.75
1400000US06037575803,6037575803,2017,2837,6.4400001
1400000US06037575901,6037575901,2017,3454,6.98
1400000US06037575902,6037575902,2017,4762,6.7199998
1400000US06037576001,6037576001,2017,5157,7.3299999
1400000US06037576200,6037576200,2017,6158,6.6399999
1400000US06037576301,6037576301,2017,4176,6.6100001
1400000US06037576302,6037576302,2017,4101,5.75
1400000US06037576401,6037576401,2017,4779,5.6599998
1400000US06037576402,6037576402,2017,5181,5.3600001
1400000US06037576403,6037576403,2017,5033,4.8099999
1400000US06037576501,6037576501,2017,3369,5.8800001
1400000US06037576502,6037576502,2017,4543,5.3000002
1400000US06037576503,6037576503,2017,4454,4.04
1400000US06037576601,6037576601,2017,4210,5.9299998
1400000US06037576602,6037576602,2017,3995,5.2800002
1400000US06037576700,6037576700,2017,4047,4.23
1400000US06037576801,6037576801,2017,4325,4.8000002
1400000US06037576802,6037576802,2017,3992,5.0700002
1400000US06037576901,6037576901,2017,6092,5.5300002
1400000US06037576903,6037576903,2017,3802,5.9099998
1400000US06037576904,6037576904,2017,3288,5.3099999
1400000US06037577000,6037577000,2017,6995,6.1700001
1400000US06037577100,6037577100,2017,6700,5.1599998
1400000US06037577200,6037577200,2017,5414,4.71
1400000US06037577300,6037577300,2017,5547,4.1999998
1400000US06037577400,6037577400,2017,3253,4.0700002
1400000US06037577501,6037577501,2017,3435,4.6700001
1400000US06037577504,6037577504,2017,1448,4.1799998
1400000US06037577602,6037577602,2017,3441,7.0100002
1400000US06037577604,6037577604,2017,1388,6.6700001
1400000US06037577605,6037577605,2017,4701,5.6799998
1400000US06037577606,6037577606,2017,3554,5.6799998
1400000US06037577700,6037577700,2017,4504,6.5100002
1400000US06037577800,6037577800,2017,4269,7.1100001
1400000US06037577900,6037577900,2017,5369,6.3899999
1400000US06037578000,6037578000,2017,6089,7.1599998
1400000US06037578100,6037578100,2017,1980,3.77
1400000US06037599000,6037599000,2017,3569,3.98
1400000US06037600100,6037600100,2017,6657,5.0599999
1400000US06037600201,6037600201,2017,4600,4.5100002
1400000US06037600202,6037600202,2017,6205,4.4899998
1400000US06037600302,6037600302,2017,3317,5.7199998
1400000US06037600303,6037600303,2017,3664,5.7199998
1400000US06037600304,6037600304,2017,3424,5.3600001
1400000US06037600400,6037600400,2017,3986,5.71
1400000US06037600501,6037600501,2017,2478,5.3600001
1400000US06037600601,6037600601,2017,2461,4.77
1400000US06037600602,6037600602,2017,2551,4.3099999
1400000US06037600702,6037600702,2017,4148,5.3400002
1400000US06037600703,6037600703,2017,1914,4.9499998
1400000US06037600704,6037600704,2017,3014,4.75
1400000US06037600801,6037600801,2017,3245,4.6799998
1400000US06037600802,6037600802,2017,2597,5.3299999
1400000US06037600902,6037600902,2017,6613,5.7199998
1400000US06037600911,6037600911,2017,3349,4.79
1400000US06037600912,6037600912,2017,5517,5.0799999
1400000US06037601001,6037601001,2017,2154,5.4699998
1400000US06037601002,6037601002,2017,5311,5.3200002
1400000US06037601100,6037601100,2017,6533,5.3200002
1400000US06037601202,6037601202,2017,4115,5.2399998
1400000US06037601211,6037601211,2017,2823,5.79
1400000US06037601212,6037601212,2017,6511,4.6199999
1400000US06037601301,6037601301,2017,1915,4.8699999
1400000US06037601302,6037601302,2017,6856,6.9699998
1400000US06037601303,6037601303,2017,4879,5.3699999
1400000US06037601401,6037601401,2017,4683,7.6300001
1400000US06037601402,6037601402,2017,5059,7.1599998
1400000US06037601501,6037601501,2017,3890,6.71
1400000US06037601502,6037601502,2017,3963,7.1799998
1400000US06037601600,6037601600,2017,4375,7.5300002
1400000US06037601700,6037601700,2017,5483,6.6500001
1400000US06037601801,6037601801,2017,3789,5.7399998
1400000US06037601802,6037601802,2017,4658,5.48
1400000US06037601900,6037601900,2017,5685,4.9099998
1400000US06037602002,6037602002,2017,3195,7.6700001
1400000US06037602003,6037602003,2017,5124,5.3800001
1400000US06037602103,6037602103,2017,6992,6.5700002
1400000US06037602104,6037602104,2017,5579,7
1400000US06037602105,6037602105,2017,4273,6.6999998
1400000US06037602106,6037602106,2017,5702,5.48
1400000US06037602201,6037602201,2017,5596,7.3699999
1400000US06037602202,6037602202,2017,1718,7.3699999
1400000US06037602301,6037602301,2017,6265,6.1999998
1400000US06037602302,6037602302,2017,3552,7.0599999
1400000US06037602402,6037602402,2017,6769,5.1900001
1400000US06037602403,6037602403,2017,5230,5.8600001
1400000US06037602404,6037602404,2017,5863,4.98
1400000US06037602504,6037602504,2017,4407,5.7399998
1400000US06037602505,6037602505,2017,4072,5.6599998
1400000US06037602506,6037602506,2017,4329,5.9699998
1400000US06037602507,6037602507,2017,4156,5.8299999
1400000US06037602510,6037602510,2017,3519,7.4299998
1400000US06037602511,6037602511,2017,3540,7.4400001
1400000US06037602512,6037602512,2017,607,8.7399998
1400000US06037602513,6037602513,2017,3708,8.6499996
1400000US06037602601,6037602601,2017,5274,8.6000004
1400000US06037602602,6037602602,2017,2636,8.6000004
1400000US06037602700,6037602700,2017,3092,8.1599998
1400000US06037602801,6037602801,2017,3819,6.8600001
1400000US06037602802,6037602802,2017,4304,6.6300001
1400000US06037602900,6037602900,2017,4427,8.75
1400000US06037603004,6037603004,2017,1512,6.1700001
1400000US06037603005,6037603005,2017,5591,6.8699999
1400000US06037603006,6037603006,2017,2035,5.0500002
1400000US06037603007,6037603007,2017,4203,7.4099998
1400000US06037603008,6037603008,2017,2936,7.4099998
1400000US06037603101,6037603101,2017,4244,5.77
1400000US06037603102,6037603102,2017,4084,8.0799999
1400000US06037603200,6037603200,2017,2777,8.3999996
1400000US06037603301,6037603301,2017,3828,6.0799999
1400000US06037603302,6037603302,2017,3804,7.4200001
1400000US06037603400,6037603400,2017,4367,6.98
1400000US06037603500,6037603500,2017,3074,6.9000001
1400000US06037603600,6037603600,2017,4037,5.77
1400000US06037603702,6037603702,2017,5087,7
1400000US06037603703,6037603703,2017,2703,6.54
1400000US06037603705,6037603705,2017,2667,6.5599999
1400000US06037603706,6037603706,2017,3681,6.5599999
1400000US06037603801,6037603801,2017,4483,5.75
1400000US06037603802,6037603802,2017,4153,5.27
1400000US06037603901,6037603901,2017,3700,6.79
1400000US06037603902,6037603902,2017,3779,6.79
1400000US06037604001,6037604001,2017,4470,5.5700002
1400000US06037604002,6037604002,2017,5078,4.9099998
1400000US06037604101,6037604101,2017,3327,5.8400002
1400000US06037604102,6037604102,2017,3696,5.8400002
1400000US06037604200,6037604200,2017,6208,5.79
1400000US06037609900,6037609900,2017,1998,4.9699998
1400000US06037620001,6037620001,2017,3943,7.2800002
1400000US06037620002,6037620002,2017,3609,7.2199998
1400000US06037620101,6037620101,2017,5426,6.3000002
1400000US06037620102,6037620102,2017,3617,7.0799999
1400000US06037620201,6037620201,2017,1530,5.9499998
1400000US06037620301,6037620301,2017,4657,6.48
1400000US06037620303,6037620303,2017,4547,5.8400002
1400000US06037620305,6037620305,2017,6227,5.48
1400000US06037620400,6037620400,2017,5090,6.8200002
1400000US06037620501,6037620501,2017,5390,6.3699999
1400000US06037620521,6037620521,2017,4097,4.54
1400000US06037620522,6037620522,2017,4632,4.48
1400000US06037620601,6037620601,2017,5523,5.0999999
1400000US06037620602,6037620602,2017,5376,5.8000002
1400000US06037620701,6037620701,2017,6704,5.2399998
1400000US06037620703,6037620703,2017,3073,5.4099998
1400000US06037620704,6037620704,2017,3982,5.4099998
1400000US06037620801,6037620801,2017,3641,5.1900001
1400000US06037620802,6037620802,2017,3924,5.1900001
1400000US06037620901,6037620901,2017,2621,4.4299998
1400000US06037620904,6037620904,2017,2888,3.73
1400000US06037621001,6037621001,2017,4239,4.3299999
1400000US06037621005,6037621005,2017,5735,3.6199999
1400000US06037621102,6037621102,2017,2883,5.23
1400000US06037621104,6037621104,2017,6649,4.96
1400000US06037621201,6037621201,2017,6452,6.3699999
1400000US06037621204,6037621204,2017,3230,5.7399998
1400000US06037621301,6037621301,2017,6769,5.4000001
1400000US06037621324,6037621324,2017,3842,4.8899999
1400000US06037621326,6037621326,2017,3260,4.3299999
1400000US06037621400,6037621400,2017,4414,4.5900002
1400000US06037650001,6037650001,2017,5853,7.0999999
1400000US06037650003,6037650003,2017,3158,5.9000001
1400000US06037650004,6037650004,2017,4005,5.0500002
1400000US06037650101,6037650101,2017,5831,8.7799997
1400000US06037650102,6037650102,2017,2248,7.3299999
1400000US06037650200,6037650200,2017,5783,7.8400002
1400000US06037650300,6037650300,2017,6704,6.6500001
1400000US06037650401,6037650401,2017,4472,6.8600001
1400000US06037650501,6037650501,2017,3063,5.5900002
1400000US06037650502,6037650502,2017,4294,5.4499998
1400000US06037650603,6037650603,2017,3958,5.0900002
1400000US06037650604,6037650604,2017,5412,5.6399999
1400000US06037650605,6037650605,2017,2763,6.0300002
1400000US06037650606,6037650606,2017,4239,5.2600002
1400000US06037650607,6037650607,2017,2922,5.2600002
1400000US06037650701,6037650701,2017,2521,5.4000001
1400000US06037650702,6037650702,2017,4590,4.9499998
1400000US06037650801,6037650801,2017,4063,5.9699998
1400000US06037650802,6037650802,2017,3005,5.9699998
1400000US06037650901,6037650901,2017,5928,7.6599998
1400000US06037650903,6037650903,2017,3774,7.1199999
1400000US06037650904,6037650904,2017,3329,7.1199999
1400000US06037651001,6037651001,2017,5522,6.2399998
1400000US06037651002,6037651002,2017,4606,6.3800001
1400000US06037651101,6037651101,2017,5103,6.9099998
1400000US06037651102,6037651102,2017,3639,5.9200001
1400000US06037651201,6037651201,2017,5056,4.52
1400000US06037651221,6037651221,2017,3291,5.0999999
1400000US06037651222,6037651222,2017,6211,4.5799999
1400000US06037651302,6037651302,2017,6311,4.6100001
1400000US06037651304,6037651304,2017,5114,4.2199998
1400000US06037651401,6037651401,2017,2315,5.1300001
1400000US06037651402,6037651402,2017,6050,5.4200001
1400000US06037670001,6037670001,2017,3311,6.4200001
1400000US06037670002,6037670002,2017,4001,4.6100001
1400000US06037670003,6037670003,2017,5788,6.25
1400000US06037670101,6037670101,2017,4390,5.6900001
1400000US06037670102,6037670102,2017,2503,5.73
1400000US06037670201,6037670201,2017,4136,4.6799998
